star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,review,main_review,ipc-voting__label__text,ipc-voting__dot-separator,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,ipc-btn__text
10,/10,https://www.imdb.com/title/tt0111161/review/rw5742018/?ref_=tturv_2802,Stunning Movie of the Century,I actually do not had the hobbies of watching classical drama thriller ..But this movie made me stunned ...superb Movie ..Loved it ..go for it..,Helpful,•,0,1,rajeshhh294,https://www.imdb.com/user/ur55548658/?ref_=tturv_usr_2802_t,"May 16, 2020",https://www.imdb.com/title/tt0111161/review/rw5742018/?ref_=tturv_perm_2802,
9,/10,https://www.imdb.com/title/tt0111161/review/rw5741840/?ref_=tturv_2803,"Timidity puts you in jail, hoping wish you will be free.","It feels like I am watching a real thing happening in front of you. It doesn't seem to be acting at all. It is not surprising that this is a movie until the list of crew members at the end of the film comes out. The genius of the mind, the familiar business ability, the perseverance of perseverance, and the determination to bear the burden of humiliation eventually led to a perfect escape that lasted for 20 years. The hero finally regained his freedom, and the bad guys also suffered from their own consequences. It is better to say that the protagonist thought of the final ending from the beginning.",Helpful,•,0,1,o-12574,https://www.imdb.com/user/ur116113401/?ref_=tturv_usr_2803_t,"May 16, 2020",https://www.imdb.com/title/tt0111161/review/rw5741840/?ref_=tturv_perm_2803,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5741363/?ref_=tturv_2804,Best Movie For Movie,"This movie is highly underrated and thought of as just another ""new guy in prison"" type of movie but, the messages of friendship make this movie one in a million. The movie chronicles Andy Dufrasne, a man wrongly convicted of the murder of his wife and her lover. He meets ""Red"" a man who can get ""anything for anybody"" which is a common role in prison movies he even says, ""there must be one like me in every prison"". These unlikely friends help save each other in the end, Andy saves Red's soul, which was calloused from prison life. And Red saved Andy, teaching him all he needed to know about prison life. Although there is some lude remarks and alcohol consumption in the movie, the good definately outweighs the bad in this case.",Helpful,•,0,1,darkwebvampire,https://www.imdb.com/user/ur118471180/?ref_=tturv_usr_2804_t,"May 16, 2020",https://www.imdb.com/title/tt0111161/review/rw5741363/?ref_=tturv_perm_2804,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5739651/?ref_=tturv_2805,One of best movies i have watched,I recommend this movie for those who love prison break theme,Helpful,•,0,1,komandosk,https://www.imdb.com/user/ur109668187/?ref_=tturv_usr_2805_t,"May 15, 2020",https://www.imdb.com/title/tt0111161/review/rw5739651/?ref_=tturv_perm_2805,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5739395/?ref_=tturv_2806,perfect,"I don't know what else to say. The classics in the classics, the top in the top, are more shocking and moving on the screen. The emperor's position is perfect, and everything is perfect!",Helpful,•,0,1,t-75903,https://www.imdb.com/user/ur118334400/?ref_=tturv_usr_2806_t,"May 15, 2020",https://www.imdb.com/title/tt0111161/review/rw5739395/?ref_=tturv_perm_2806,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5738566/?ref_=tturv_2807,Number One!,'Now i know why its the number one move ever made!,Helpful,•,0,1,r1der,https://www.imdb.com/user/ur76901274/?ref_=tturv_usr_2807_t,"May 15, 2020",https://www.imdb.com/title/tt0111161/review/rw5738566/?ref_=tturv_perm_2807,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5738128/?ref_=tturv_2808,A great movie,"I think this movie should have won an Oscar. Although Forrest Gump is also a great work, I still prefer this movie",Helpful,•,0,1,kalpanapotter,https://www.imdb.com/user/ur86393112/?ref_=tturv_usr_2808_t,"May 15, 2020",https://www.imdb.com/title/tt0111161/review/rw5738128/?ref_=tturv_perm_2808,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5736843/?ref_=tturv_2809,Best Movie Ever Till Now,This movie always intrigues me every time i see it. The plot is set incredibly and engages the viewer till the very end. I will recommend everyone to watch this movies.,Helpful,•,0,1,pioverseas,https://www.imdb.com/user/ur118397813/?ref_=tturv_usr_2809_t,"May 14, 2020",https://www.imdb.com/title/tt0111161/review/rw5736843/?ref_=tturv_perm_2809,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5735954/?ref_=tturv_2810,My thoughts on the film,"I was recommended to see the film by my friend, and it did not disappoint me. Both the content and the plot and the performance of the actors were excellent. It is easy to be moved by actors when watching, which makes people feel the same way. In general, I am very satisfied with this film and I like it very much. I will recommend it to my friends",Helpful,•,0,1,a-98763-94681,https://www.imdb.com/user/ur118338050/?ref_=tturv_usr_2810_t,"May 14, 2020",https://www.imdb.com/title/tt0111161/review/rw5735954/?ref_=tturv_perm_2810,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5735725/?ref_=tturv_2811,Favorite movie,"When we have no choice but to encounter the kind of prison as xiaoshenke imprisoned the freedom of the soul, we are helpless old Brooke, frustrated red, or the wisdom of Andy?Use wisdom, trust hope, and brave fears to defeat it?
Classic movies are classic because they are all doing the same thing-let you appreciate the beauty of hope from different angles.",Helpful,•,0,1,hualalalamima,https://www.imdb.com/user/ur118335512/?ref_=tturv_usr_2811_t,"May 14, 2020",https://www.imdb.com/title/tt0111161/review/rw5735725/?ref_=tturv_perm_2811,
10,/10,https://www.imdb.com/title/tt0111161/review/rw5735610/?ref_=tturv_2812,Classic movies,"A good film without love, without special effects. The film tells a very pure story, a redemption, a return to freedom, and a belief that drives him to do so. This film is touching, it also makes many people grow up.",Helpful,•,0,1,dongpyo-70231,https://www.imdb.com/user/ur118332752/?ref_=tturv_usr_2812_t,"May 14, 2020",https://www.imdb.com/title/tt0111161/review/rw5735610/?ref_=tturv_perm_2812,
9,/10,https://www.imdb.com/title/tt0111161/review/rw5735443/?ref_=tturv_2813,values,"This is the gap, the gap in ideas, the gap in values. It is the gap between people, so there will be winners and losers in the world, there will be poor and rich, there will be this described by the storyIt is not terrible to be trapped by high walls, for some people cannot be trapped. Birds of full plumage belong to the sky, not to be caged. But if ideas are trapped by walls, people get stuck in them",Helpful,•,1,0,p-12111,https://www.imdb.com/user/ur118371264/?ref_=tturv_usr_2813_t,"May 14, 2020",https://www.imdb.com/title/tt0111161/review/rw5735443/?ref_=tturv_perm_2813,
9,/10,https://www.imdb.com/title/tt0111161/review/rw5734994/?ref_=tturv_2814,Fate,"Man does not have to accept the arrangement of destiny, nor does he have to resist the arrangement of destiny, but when the destiny occurs, see his own character clearly and understand why he is at the threshold of destiny. Only when you understand yourself can you make the most appropriate choice in front of fate.
In fact, the end of life, whether good or bad, being a boatman, or being a banker, is nothing but a different model of fate. What really matters is that becoming a boatman or banker is a willing choice.
There is no good saying in life. Everyone has his own unique definition of goodness deep in his heart. He really chooses to conform to his heart and will eventually reach that end point.
It is a pity that most of us use other people's definition of goodness to set our own lives. Those moments that accompany our inner conflicts remind us of the current choices are problematic. While we resist to face this conflict, we try to rationalize the inner conflict in various ways while using the willpower The way to force yourself to continue to move forward with conflict.
Dear friend, are you like this?",Helpful,•,0,1,o-43050,https://www.imdb.com/user/ur118317302/?ref_=tturv_usr_2814_t,"May 14, 2020",https://www.imdb.com/title/tt0111161/review/rw5734994/?ref_=tturv_perm_2814,
